source_index,edit_index,model,score,edit_prompt,output_url
34,2,nb2_noref,19.84932518005371,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9nrzzp14nyvhb398vsvh.png
34,3,nb2_noref,19.52789878845215,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjadwt74vde2r340kepfja.png
34,4,nb2_noref,19.077722549438477,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbb0tt4gaa2j40y5z5gc0.png
34,5,nb2_noref,20.20332908630371,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbx0gj4fdkgz246c6mn0d.png
70,1,nb2_noref,19.104705810546875,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjdaq553g44587a1v76zmb.png
70,2,nb2_noref,19.826431274414062,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjd9qd1pz08mkjbvbbfhw1.png
70,3,nb2_noref,18.814674377441406,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjea2n7z9arb3zqmraps4d.png
70,4,nb2_noref,18.175859451293945,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjf3tet9hbbj2dw48b0kym.png
70,5,nb2_noref,20.014835357666016,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjfxsde4nptq45xcwwk664.png
83,1,nb2_noref,19.931447982788086,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjgj24y65y4qwrx1hy6p92.png
83,2,nb2_noref,21.427438735961914,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjh6dctmwec506rvq69xt9.png
83,3,nb2_noref,21.80876922607422,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjhx02sqce9q4j7w5y7jwk.png
83,4,nb2_noref,19.744985580444336,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjj8zh1sq2n9s09hss8zb.png
83,5,nb2_noref,21.692930221557617,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjx8q4md3753n7pac84aj.png
91,1,nb2_noref,18.381755828857422,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjkxndaj347w619vxm8dk3.png
91,2,nb2_noref,20.03428840637207,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjmkpza296asxbg734bvt0.png
91,3,nb2_noref,18.674726486206055,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjnayas7d1858v004n1ty8.png
91,4,nb2_noref,18.044952392578125,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpkk14a4h2phscyv2ng5p.png
91,5,nb2_noref,20.242473602294922,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpm9gajv33cynm9xk7382.png
