prompt_index,status,image_url,prompt
84,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90ht31sjrzk7r6b9ex6bb.png,"a street photography candid of [[dfc640f84d554263bc7849d46e7344a6]] caught mid-stride crossing a wet street, slightly off-center composition, a bus and taxi in the background, reflections on the road, shot with a 35mm lens from across the street"
85,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90ad4zrs8nymnqek39xxy.png,"a richly detailed portrait of [[dfc640f84d554263bc7849d46e7344a6]] in the style of a Renaissance painting, dramatic chiaroscuro lighting, a dark velvet curtain behind them, warm golden tones, as if painted by Rembrandt with photographic clarity"
86,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt908acyzgnhmrv3k2m099d.png,"a moody atmospheric portrait of [[dfc640f84d554263bc7849d46e7344a6]] standing in a field with thick low-hanging fog obscuring everything below the waist, bare trees with twisted branches barely visible in the mist, muted desaturated tones"
87,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt910rr6krp1x3t8px01zvr.png,"a high-contrast dramatic portrait of [[dfc640f84d554263bc7849d46e7344a6]] with deep blacks and punchy highlights, cross-processed look with slightly shifted colors, standing in front of a corrugated steel warehouse door, urban and edgy"
88,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt91g4awyzjgr9f17zmwgvm.png,"a soft dreamy portrait of [[dfc640f84d554263bc7849d46e7344a6]] shot through a vintage lens with natural lens flare streaking across the frame, wildflowers in the foreground slightly out of focus, warm golden backlight, ethereal and romantic"
89,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92h0bqesknxkqcvz7ewj9.png,"a raw gritty documentary-style photo of [[dfc640f84d554263bc7849d46e7344a6]] in a busy commercial kitchen, stainless steel surfaces and hanging pots behind them, steam rising from a large pot, harsh overhead work lights, sweat on their forehead"
90,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92x1sch7mrsh8wkdmpdba.png,"a retro 1970s style photo of [[dfc640f84d554263bc7849d46e7344a6]] with warm faded colors and soft focus, wearing a wide-collar shirt, sitting on the hood of a vintage car in a suburban driveway, a split-level house and basketball hoop in the background"
91,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] covering the lower half of their face with one hand, only eyes and forehead visible, standing in a crowded elevator with four other people in business attire, mirrored walls reflecting everyone"
92,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt9395dgdvxf5vk4brwrsf4.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] looking at their own reflection in a large ornate bathroom mirror, both the real person from behind and the reflected face visible, marble countertop with toiletries, warm vanity lighting"
93,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt93gwah366xak0kng159h2.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] standing behind a rain-streaked glass window looking out, face partially distorted by the water droplets and reflections, a blurry street scene with cars and umbrellas visible through the glass"
94,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt94ne9hhmn62zbyawn231a.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] in an extremely dark room lit only by the glow of a phone screen illuminating the lower half of their face, the rest lost in deep shadow, sitting on the edge of a bed, nighttime"
95,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt94mzzt89p9j245tvyk3e9.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] with elaborate theatrical stage makeup including white face paint and exaggerated dark eye makeup, standing backstage among costume racks and mirrors with light bulbs around them"
96,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt944gzr23b5brhgxxahrvq.png,"an underwater photo of [[dfc640f84d554263bc7849d46e7344a6]] swimming in a turquoise pool, hair floating and bubbles rising, sunlight refracting through the water creating caustic light patterns on their skin, shot from below looking up"
97,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt94kvgdw37xhvpj0fm67gx.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] made to look 30 years older with gray hair and deeper wrinkles, sitting on a porch in a rocking chair, a glass of lemonade on a small table, a quiet suburban street with oak trees"
98,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt96b7q634rkqw7ceyg7k51.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] as a young child around age 6, sitting on a swing in a playground, scuffed knees and a gap-toothed smile, other children playing on a jungle gym in the background, bright summer day"
99,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt95pyrxd425wc7cje70c2q.png,"a group photo of [[dfc640f84d554263bc7849d46e7344a6]] standing in the center of a group of eight friends at a rooftop party, everyone holding drinks and smiling, city lights behind them, string lights overhead, [[dfc640f84d554263bc7849d46e7344a6]] is the tallest person in the group"
100,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt96aytcx57d26tr1kack58.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] pressed against a bus window from outside, face slightly flattened and distorted by the glass, condensation around the edges, other passengers barely visible inside, a rainy gray street reflected in the window"
9,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt9wbap1c35amybhsha2v0b.png,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] standing on a quiet residential street in the early morning, a few houses with mailboxes and trimmed hedges visible, wearing a light jacket over a t-shirt, hands in jacket pockets, soft blue morning light"
