prompt_index,status,image_url,prompt
96,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtpeghn3dk8tt44qjj8kk.png,"an underwater photo of the woman in this image swimming in a turquoise pool, hair floating and bubbles rising, sunlight refracting through the water creating caustic light patterns on their skin, shot from below looking up"
97,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtwkd35rmza1kjv7q1bs1.png,"a photo of the woman in this image made to look 30 years older with gray hair and deeper wrinkles, sitting on a porch in a rocking chair, a glass of lemonade on a small table, a quiet suburban street with oak trees"
98,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbv0wreyk8rv340jvqc3cg.png,"a photo of the woman in this image as a young child around age 6, sitting on a swing in a playground, scuffed knees and a gap-toothed smile, other children playing on a jungle gym in the background, bright summer day"
99,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbv2ggq62hy9xyj5a42rs8.png,"a group photo of the woman in this image standing in the center of a group of eight friends at a rooftop party, everyone holding drinks and smiling, city lights behind them, string lights overhead, the woman in this image is the tallest person in the group"
100,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbvmzqm19sbqmpawgx2mxe.png,"a photo of the woman in this image pressed against a bus window from outside, face slightly flattened and distorted by the glass, condensation around the edges, other passengers barely visible inside, a rainy gray street reflected in the window"
13,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc53qpdgp3g2c69g9m2rcf.png,"a photo of the woman in this image staring intensely into the camera with a serious focused expression, jaw set, sitting at a large conference table in a modern glass-walled meeting room, papers and a laptop scattered on the table"
32,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc56mvbztae7bypcx75ccd.png,"a photo of the woman in this image turning around from a doorway to face the camera, one hand on the door handle, body facing away but face turned fully toward the lens, a long bright hallway with polished floors stretching behind them"
41,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc58z5kxp4kfca5d710ndd.png,"a photo of the woman in this image sitting at a desk in a generic office under flat harsh fluorescent ceiling lights, a computer monitor glowing on the desk, stacks of paper and a stapler nearby, no shadows, slightly washed out unflattering light"
48,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc5cm3r8gretfzt66xznky.png,"a photo of the woman in this image standing on a forest trail surrounded by tall moss-covered pine trees, ferns growing along the path edges, a fallen log across the trail in the background, soft misty light filtering through the canopy"
65,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc5cthebdmfrxtae6ekzw2.png,"a photo of the woman in this image wearing an oversized hoodie with the hood pulled up, sitting on concrete steps outside a skate park, a skateboard beside them, graffiti on the ramps in the background, late afternoon shadows"
70,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc5pnqypecq9sq6kwwfrwn.png,"a photo of the woman in this image wearing round wire-frame reading glasses, sitting at a cluttered desk examining a document, stacks of papers and file folders surrounding them, a desk lamp casting a warm cone of light"
