prompt_index,model,score,prompt,image_url
81,phota,22.294784545898438,"a cinematic widescreen still of [[dfc640f84d554263bc7849d46e7344a6]] sitting alone in a near-empty diner at night, a neon OPEN sign in the window, a counter with red vinyl stools, a waitress pouring coffee in the background, moody blue and orange color grading",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8ywqa0zjqmy6bv35g7m7w.png
82,phota,22.440837860107422,"a high-fashion editorial photo of [[dfc640f84d554263bc7849d46e7344a6]] in a stark white room, dramatic pose with one hand in hair, wearing an avant-garde geometric black outfit, harsh directional lighting creating angular shadows on the wall",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8zn26rga7p1rc9zhg44k9.png
83,phota,23.326297760009766,"a corporate LinkedIn-style headshot of [[dfc640f84d554263bc7849d46e7344a6]] in business casual, warm approachable smile, shot from shoulders up against a softly blurred modern office background with glass partitions and green plants",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
84,phota,19.15022087097168,"a street photography candid of [[dfc640f84d554263bc7849d46e7344a6]] caught mid-stride crossing a wet street, slightly off-center composition, a bus and taxi in the background, reflections on the road, shot with a 35mm lens from across the street",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90ht31sjrzk7r6b9ex6bb.png
85,phota,21.74081802368164,"a richly detailed portrait of [[dfc640f84d554263bc7849d46e7344a6]] in the style of a Renaissance painting, dramatic chiaroscuro lighting, a dark velvet curtain behind them, warm golden tones, as if painted by Rembrandt with photographic clarity",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90ad4zrs8nymnqek39xxy.png
86,phota,21.567493438720703,"a moody atmospheric portrait of [[dfc640f84d554263bc7849d46e7344a6]] standing in a field with thick low-hanging fog obscuring everything below the waist, bare trees with twisted branches barely visible in the mist, muted desaturated tones",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt908acyzgnhmrv3k2m099d.png
87,phota,19.861154556274414,"a high-contrast dramatic portrait of [[dfc640f84d554263bc7849d46e7344a6]] with deep blacks and punchy highlights, cross-processed look with slightly shifted colors, standing in front of a corrugated steel warehouse door, urban and edgy",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt910rr6krp1x3t8px01zvr.png
88,phota,21.57009506225586,"a soft dreamy portrait of [[dfc640f84d554263bc7849d46e7344a6]] shot through a vintage lens with natural lens flare streaking across the frame, wildflowers in the foreground slightly out of focus, warm golden backlight, ethereal and romantic",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt91g4awyzjgr9f17zmwgvm.png
89,phota,21.988679885864258,"a raw gritty documentary-style photo of [[dfc640f84d554263bc7849d46e7344a6]] in a busy commercial kitchen, stainless steel surfaces and hanging pots behind them, steam rising from a large pot, harsh overhead work lights, sweat on their forehead",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92h0bqesknxkqcvz7ewj9.png
90,phota,20.898466110229492,"a retro 1970s style photo of [[dfc640f84d554263bc7849d46e7344a6]] with warm faded colors and soft focus, wearing a wide-collar shirt, sitting on the hood of a vintage car in a suburban driveway, a split-level house and basketball hoop in the background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92x1sch7mrsh8wkdmpdba.png
91,phota,21.913883209228516,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] covering the lower half of their face with one hand, only eyes and forehead visible, standing in a crowded elevator with four other people in business attire, mirrored walls reflecting everyone",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
92,phota,20.401735305786133,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] looking at their own reflection in a large ornate bathroom mirror, both the real person from behind and the reflected face visible, marble countertop with toiletries, warm vanity lighting",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt9395dgdvxf5vk4brwrsf4.png
93,phota,21.37885284423828,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] standing behind a rain-streaked glass window looking out, face partially distorted by the water droplets and reflections, a blurry street scene with cars and umbrellas visible through the glass",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt93gwah366xak0kng159h2.png
94,phota,20.153446197509766,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] in an extremely dark room lit only by the glow of a phone screen illuminating the lower half of their face, the rest lost in deep shadow, sitting on the edge of a bed, nighttime",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt94ne9hhmn62zbyawn231a.png
95,phota,19.019651412963867,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] with elaborate theatrical stage makeup including white face paint and exaggerated dark eye makeup, standing backstage among costume racks and mirrors with light bulbs around them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt94mzzt89p9j245tvyk3e9.png
96,phota,20.955774307250977,"an underwater photo of [[dfc640f84d554263bc7849d46e7344a6]] swimming in a turquoise pool, hair floating and bubbles rising, sunlight refracting through the water creating caustic light patterns on their skin, shot from below looking up",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt944gzr23b5brhgxxahrvq.png
97,phota,20.968870162963867,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] made to look 30 years older with gray hair and deeper wrinkles, sitting on a porch in a rocking chair, a glass of lemonade on a small table, a quiet suburban street with oak trees",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt94kvgdw37xhvpj0fm67gx.png
98,phota,20.936189651489258,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] as a young child around age 6, sitting on a swing in a playground, scuffed knees and a gap-toothed smile, other children playing on a jungle gym in the background, bright summer day",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt96b7q634rkqw7ceyg7k51.png
99,phota,21.891464233398438,"a group photo of [[dfc640f84d554263bc7849d46e7344a6]] standing in the center of a group of eight friends at a rooftop party, everyone holding drinks and smiling, city lights behind them, string lights overhead, [[dfc640f84d554263bc7849d46e7344a6]] is the tallest person in the group",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt95pyrxd425wc7cje70c2q.png
100,phota,20.98955726623535,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] pressed against a bus window from outside, face slightly flattened and distorted by the glass, condensation around the edges, other passengers barely visible inside, a rainy gray street reflected in the window",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt96aytcx57d26tr1kack58.png
9,phota,21.964759826660156,"a photo of [[dfc640f84d554263bc7849d46e7344a6]] standing on a quiet residential street in the early morning, a few houses with mailboxes and trimmed hedges visible, wearing a light jacket over a t-shirt, hands in jacket pockets, soft blue morning light",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt9wbap1c35amybhsha2v0b.png
1,nb2,24.4614315032959,"a clean portrait photo of the woman in this image standing in front of a plain off-white wall, soft diffused window light from the left, wearing a simple dark crew neck t-shirt, shoulders and chest visible, looking directly into the camera with a relaxed neutral expression",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbcpygvpvk9axwy1yv87v7.png
2,nb2,23.14291000366211,"a well-lit headshot of the woman in this image taken in a bright room, even lighting from both sides eliminating shadows, slight smile with lips closed, hair neatly styled, sharp focus on the eyes, blurred cream background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbcxx3kcktfq0a374jx4vg.png
3,nb2,21.821958541870117,"a passport-style photo of the woman in this image against a flat white background, face centered in frame, ears visible, no accessories, neutral expression with mouth closed, shot from chest up with a 50mm equivalent lens",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbcq11sbv6ftae12xbk3n4.png
4,nb2,22.25063133239746,"a medium shot of the woman in this image standing outdoors on an overcast day, flat even lighting with no harsh shadows, wearing a navy blue button-down shirt, hands relaxed at sides, a row of parked cars and a sidewalk visible behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbcvm97jj43vzp2q09g9d4.png
5,nb2,22.59459686279297,"a photo of the woman in this image sitting at a clean wooden desk in a quiet home office, a laptop and coffee mug on the desk, a bookshelf with scattered books on the wall behind, warm overhead light, looking at the camera with a calm focused expression",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbd71w18z7kqypcp74zcs3.png
6,nb2,23.155597686767578,"a waist-up photo of the woman in this image standing in a park on a mild spring afternoon, a few bare trees and a gravel path behind them, wearing a gray zip-up fleece jacket, arms crossed loosely, soft natural daylight, relaxed posture",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbdbzxktwjr0ky03ybvmpm.png
7,nb2,22.441280364990234,"a sharp photo of the woman in this image leaning slightly against a concrete pillar in an open corridor, wearing a white linen shirt with sleeves rolled up, one hand in pocket, a long empty hallway stretching out of focus behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbda1rcq71xx4e3zh1w3vh.png
8,nb2,22.88948631286621,"a candid-looking photo of the woman in this image standing in a kitchen doorway, warm tungsten light spilling from the room behind, wearing a casual dark henley shirt, one hand resting on the door frame, slight head tilt, natural and unposed",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbdh77rrjyggqqzvg0gqky.png
9,nb2,22.985370635986328,"a photo of the woman in this image standing on a quiet residential street in the early morning, a few houses with mailboxes and trimmed hedges visible, wearing a light jacket over a t-shirt, hands in jacket pockets, soft blue morning light",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbdk7qpmkam35cpqs4j2ez.png
10,nb2,23.53207778930664,"a chest-up photo of the woman in this image sitting on a simple wooden bench in a courtyard, a stone wall with climbing ivy behind them, late afternoon light casting a warm glow, wearing a dark olive sweater, looking into the camera with a slight squint",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbdvj4p0wjjtv11z24mhq1.png
11,nb2,21.99447250366211,"a photo of the woman in this image throwing their head back laughing hard at something off-camera, eyes crinkled shut, mouth wide open showing teeth, standing in a bright sunlit living room with a white sofa and potted plants behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbe4t054vdswfhypd3d5de.png
12,nb2,22.59930419921875,"a close-up of the woman in this image with a subtle knowing smile, one eyebrow slightly raised, shot in a dimly lit bar with warm amber lights and rows of bottles blurred in the background, a half-empty cocktail glass on the wooden counter beside them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbe2qrhbrr5mrg1ekex4hg.png
14,nb2,23.279916763305664,"a photo of the woman in this image with wide eyes and mouth open in genuine surprise, both hands raised to the sides of their face, standing in a doorway with a group of friends holding a birthday cake with lit candles visible behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbe7d6qxrdsw0tg5xbtmk3.png
15,nb2,21.905488967895508,"a photo of the woman in this image sitting alone on a park bench looking down at the ground with a melancholic expression, autumn leaves scattered on the wet pavement, a gray overcast sky, an empty playground with swings visible in the background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtberwtggd5a1cd1c4341rs.png
16,nb2,24.269325256347656,"a photo of the woman in this image giving an exaggerated wink to the camera with a playful grin, one hand making a finger gun gesture, standing at a backyard barbecue with a smoking grill, string lights, and plastic chairs behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbemvegqvjjzz3jrwb7xed.png
17,nb2,23.746408462524414,"a photo of the woman in this image meditating with eyes closed, face completely relaxed and peaceful, sitting cross-legged on a yoga mat in a bright minimalist room with large windows, a small potted succulent and a water bottle on the floor beside them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbep9fxmc4ty9bhnratkc5.png
18,nb2,23.776103973388672,"a candid photo of the woman in this image mid-sentence talking to someone just out of frame, mouth slightly open, one hand gesturing, seated at a small round cafe table with two espresso cups and a croissant on a white plate",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbf4ksq22sqnwj0byv6kb1.png
19,nb2,22.756181716918945,"a photo of the woman in this image squinting hard with one eye closed against bright direct sunlight, holding a hand up to shield their face, standing on a concrete pier with fishing boats and calm blue water behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbespywt9vnka1mnbkx6mq.png
20,nb2,23.55181121826172,"a photo of the woman in this image with a wide mischievous grin leaning forward conspiratorially, elbows on a rustic wooden table in a crowded pub, other patrons and pint glasses blurred in the warm background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfak0xrb7y27yxm8z1vvh.png
21,nb2,22.43532371520996,"a side profile photo of the woman in this image looking to the left, sharp jawline and ear visible, shot against a large floor-to-ceiling window with a cityscape of buildings and cranes visible through the glass, late afternoon light outlining their silhouette",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfg03n9p7jd9f61sy2qtz.png
22,nb2,23.332218170166016,"a three-quarter angle photo of the woman in this image turning slightly to the right, one shoulder closer to camera, standing in front of a rusty corrugated metal wall covered in old peeling posters, wearing a dark denim jacket",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfyj8tsh6gc7yphk2022k.png
23,nb2,22.415868759155273,"a photo of the woman in this image looking back over their right shoulder toward the camera while walking down a narrow cobblestone alley, old brick buildings with fire escapes on both sides, a bicycle leaning against a wall, warm late-day light",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfqvbnf3k4taxwh22vec7.png
24,nb2,21.175647735595703,"a dramatic low-angle photo of the woman in this image shot from below looking up, standing on a concrete overpass with the sky and steel bridge cables behind them, wearing a long dark coat, the perspective making them appear tall and imposing",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfrf1pby13sxtpne857ne.png
25,nb2,21.9527530670166,"a photo of the woman in this image taken from slightly above, looking up at the camera, lying on their back on a checkered picnic blanket in a grassy park, a wicker basket and some scattered fruit visible, trees framing the edges of the shot",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfxx3cyamx9gwj6838pgj.png
26,nb2,20.80504035949707,"an extreme close-up of the woman in this image face filling the entire frame, every pore and eyelash visible, sharp focus on the iris of their left eye, the bridge of their nose and lips slightly out of focus, studio lighting",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgrhtg5y7y5qvfatyzr6c.png
27,nb2,21.545337677001953,"a photo of the woman in this image leaning with their back flat against a red brick wall, one foot propped up behind them, arms folded, head turned to look at something down the street where a yellow taxi and some pedestrians are visible",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgfr9dwh8kr3pd9f1z375.png
28,nb2,23.734193801879883,"a photo of the woman in this image seated in a deep leather armchair in a dimly lit study, legs crossed, one elbow on the armrest with chin resting on hand, shelves of old leather-bound books and a green desk lamp behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgd4ajvwkqn5hs0g2ye6g.png
29,nb2,23.485193252563477,"a photo of the woman in this image with head tilted about 15 degrees to the left, a slight curious expression, standing in a greenhouse surrounded by hanging ferns and tropical plants, soft green-filtered light coming through the glass roof",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbghzvnpyre0myzkrmjv3b.png
30,nb2,22.415674209594727,"a photo of the woman in this image gazing out over a lake from a wooden dock, shot from behind at a slight angle so their face is visible in quarter profile, mountains and pine trees reflected in the still water, early morning mist rising",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbh1s7j9g8zjz1x58ar2wz.png
31,nb2,20.980859756469727,"a photo of the woman in this image resting their chin on both hands with elbows on a table, a pensive thoughtful look, sitting in a window seat of a train with blurred countryside racing past outside the glass",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgkvaffq817vfq659yy9b.png
33,nb2,21.328433990478516,"a full body shot of the woman in this image walking confidently down a wide city sidewalk, briefcase in one hand, other arm swinging naturally, tall glass office buildings on both sides, other pedestrians and a food cart in the background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhhn878w5wf7chv6201c7.png
34,nb2,23.197643280029297,"a photo of the woman in this image crouching down to pet a golden retriever on a gravel path in a public park, trees and a park bench visible, another dog walker passing in the background, natural afternoon light",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbh769wsb1mwv1vgkfrtxw.png
35,nb2,21.93600082397461,"a photo of the woman in this image standing with both arms stretched wide at the edge of a cliff overlooking a vast green valley, wind blowing their hair and jacket, dramatic clouds in the sky, shot from behind and slightly to the side",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhkah6f36t5k1en3mvfw2.png
36,nb2,22.854602813720703,"a photo of the woman in this image standing on a hot sidewalk at noon with harsh direct overhead sunlight casting strong shadows under the nose and chin, squinting slightly, a dry concrete plaza with metal benches and a single tree behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhth04245aw5pcmspjws7.png
37,nb2,23.962942123413086,"a photo of the woman in this image walking through a wheat field during golden hour, warm amber light wrapping around their face and shoulders, long shadows stretching across the golden stalks, a treeline and orange sky on the horizon",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbj4f7296g7sd6q7twtb5m.png
38,nb2,21.800691604614258,"a photo of the woman in this image standing in front of a large bright window, mostly silhouetted with light outlining their hair and shoulders, face partially visible in the shadow, a cluttered artist studio with easels and paint tubes inside the room",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhvejarbbrvbcpds0w3dh.png
39,nb2,23.56305694580078,"a photo of the woman in this image standing on a rainy city street at night with pink and blue neon signs from shops and restaurants reflected on the wet asphalt, wearing a dark raincoat, face lit by the colorful neon glow, other people with umbrellas passing",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjfqevya1n7gv42c73h7n.png
40,nb2,21.968948364257812,"a photo of the woman in this image lit from one side by a single harsh light source, half of their face brightly illuminated and the other half in deep shadow, standing in a dark empty theater with rows of red velvet seats barely visible behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjpybvzzg8d9yjkqv5bm6.png
42,nb2,23.069902420043945,"a photo of the woman in this image sitting at a small round table in a dark room lit only by three tall candles, the warm orange flame light dancing across their face, a wine glass and an open book on the table, deep shadows everywhere",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjsdrz7pz1545zkmw29we.png
43,nb2,23.11067771911621,"a photo of the woman in this image standing in a field on a gray overcast day with completely flat diffused light and no visible shadows, a fence and some cows in the distant background, wearing a waterproof jacket, damp grass underfoot",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjrawqtcs8wv2qy552bx3.png
44,nb2,22.068824768066406,"a studio photo of the woman in this image with a bright rim light behind them creating a glowing outline around their head and shoulders, the front of their face lit by a soft fill light, a dark charcoal gray seamless background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjy40bxjkqepk1efd73c0.png
45,nb2,22.316572189331055,"a photo of the woman in this image standing under a large oak tree with sunlight filtering through the leaves creating patches of bright light and shadow across their face and body, a grassy meadow with wildflowers stretching behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkaw76hmgygfsf4rqpx7x.png
46,nb2,22.846561431884766,"a photo of the woman in this image standing at a busy crosswalk in downtown Tokyo, crowds of people with shopping bags crossing in every direction, bright billboards and signs in Japanese covering the buildings, shot from across the street",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbk42v39fs41zsrrbpbbq5.png
47,nb2,21.29556655883789,"a photo of the woman in this image standing on a wide sandy beach at low tide, gentle waves breaking in the distance, a few seagulls on the sand, a wooden lifeguard tower to the left, flip flops in one hand, pants rolled up to the calves",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkk155egjh7d47306ym9m.png
49,nb2,23.6041316986084,"a photo of the woman in this image standing in an open-plan tech office with rows of standing desks, dual monitors, and employees working in the background, a whiteboard covered in sticky notes and diagrams on the wall, bright overhead lighting",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkkmec7ac6ynsdcvmrr9r.png
50,nb2,21.510324478149414,"a photo of the woman in this image sitting at a small marble table in a busy European cafe, an espresso and a glass of water on the table, other customers chatting at nearby tables, a waiter carrying a tray, chalkboard menu on the wall",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbknwss1hvzrz674r264ah.png
51,nb2,22.17119026184082,"a photo of the woman in this image standing on the rooftop of a tall building at dusk, the city skyline stretching behind them with lit office windows and a few red aircraft warning lights, wind blowing their hair, a concrete ledge and metal railing visible",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkzkzkxhxp81rhm9z217z.png
52,nb2,20.942508697509766,"a photo of the woman in this image browsing bookshelves in a large old library with tall wooden shelves stretching to the ceiling, rolling ladders on brass rails, warm reading lamps on heavy oak tables where a few students are studying",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkz40fq7hgj5w4pfrtkba.png
53,nb2,23.284809112548828,"a photo of the woman in this image kneeling in a lush garden tending to tomato plants, a watering can and gardening gloves on the ground beside them, a wooden fence with climbing roses behind, a wheelbarrow visible in the corner",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmpm01aevj40r3nwwvd7q.png
54,nb2,21.351343154907227,"a photo of the woman in this image standing on a subway platform as a train arrives with its headlights on, tiled walls with mosaic artwork, a few other commuters waiting with bags and headphones, fluorescent strip lights overhead",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbm7s49272snacq66zv51k.png
55,nb2,24.138551712036133,"a photo of the woman in this image standing on a rocky mountain trail at high altitude, a panoramic view of snow-capped peaks and a glacier lake below, wearing hiking boots and a backpack, trekking poles in hand, clear blue sky",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmfwzwak798jz3e37bkd3.png
56,nb2,23.202342987060547,"a photo of the woman in this image seated at a restaurant table set for dinner, white tablecloth, wine glasses, folded napkins, a small candle centerpiece, other diners at adjacent tables, a waiter in the background carrying plates",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmjb1awfv389e7y55g5m6.png
57,nb2,22.236812591552734,"a photo of the woman in this image standing in a dim concrete parking garage next to a dark car, harsh overhead fluorescent tubes casting greenish light, painted lane markings on the floor, exit signs glowing red in the distance",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmwprntykfr9vja59zfrh.png
58,nb2,21.723403930664062,"a photo of the woman in this image walking down a rainy street holding a transparent umbrella, puddles reflecting streetlights on the asphalt, a row of closed shop fronts with metal shutters, another person with a red umbrella ahead of them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmzc955rh2yvy6gczsg75.png
59,nb2,21.256135940551758,"a photo of the woman in this image standing in a large white photography studio with a seamless paper backdrop, professional lighting stands and softboxes visible at the edges of frame, wearing all black, arms at sides",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbn84h6eg32rkh2bg8hbsf.png
60,nb2,22.323402404785156,"a photo of the woman in this image standing in front of a massive colorful street mural covering an entire building wall, geometric shapes and faces in bright blues oranges and pinks, a chain-link fence and some trash bins at the base",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbn62rrwaf3yn0vz4hqvpg.png
61,nb2,23.41136932373047,"a photo of the woman in this image wearing a chunky knit beanie hat pulled down low, standing at an outdoor Christmas market with wooden stalls selling ornaments and mulled wine, fairy lights strung overhead, other shoppers browsing",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnj9fj60bn8pxmmphpfcc.png
62,nb2,23.32709503173828,"a photo of the woman in this image with a thick wool scarf wrapped high around their neck and chin, standing at a bus stop on a cold gray morning, frosted glass shelter behind them, a red double-decker bus approaching in the distance",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnhmmm8qmyskcmw0385s3.png
63,nb2,23.357454299926758,"a photo of the woman in this image wearing large over-ear headphones around their neck, leaning against a record store counter, vinyl records in crates and band posters on the walls behind them, warm interior lighting",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnxe9y1w7cetm0kwtnz9r.png
64,nb2,24.26152229309082,"a photo of the woman in this image in a sharp tailored charcoal suit with a white shirt and dark tie, standing in the marble lobby of a corporate building, a security desk and revolving glass doors behind them, polished floors reflecting the lights",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnzqar8chgme9x20nb2nb.png
66,nb2,23.703582763671875,"a photo of the woman in this image wearing a worn brown leather jacket with a white t-shirt underneath, leaning on a motorcycle parked on the side of a desert highway, flat empty landscape and power lines stretching to the horizon",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbp8nwggj857mnvggtjq8t.png
67,nb2,22.738407135009766,"a photo of the woman in this image wearing a backwards baseball cap, standing in the dugout of a baseball field holding a bat over one shoulder, the diamond and outfield grass visible through the chain-link fence, bright sunny day",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpadywmkwekecr4b3tm4k.png
68,nb2,24.733123779296875,"a photo of the woman in this image in athletic running gear with a race bib pinned to their chest, standing at the starting line of a road race, other runners stretching and warming up behind them, an inflatable start arch overhead",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpzh00d6g4443cb2bxmsh.png
69,nb2,22.790950775146484,"a photo of the woman in this image wrapped in a large cozy blanket on a sofa, holding a steaming mug with both hands, a crackling fireplace in the background, a sleeping cat curled up on the other end of the sofa, warm dim lighting",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpkrhftb9y85db14ygwk5.png
71,nb2,22.730588912963867,"a portrait of the woman in this image shot on an 85mm f1.4 lens with extremely shallow depth of field, face in razor-sharp focus while the background of a busy autumn park with people and orange trees dissolves into smooth round bokeh",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpwkjtsyyq9mk6frckzkd.png
